eid,sdg_id,title,keywords,abstract,title_keywords_abstract
85055967214,8,AI and the economy,missing,"We review the evidence that artificial intelligence (AI) is having a large effect on the economy. Across a variety of statistics—including robotics shipments, AI start-ups, and patent counts—there is evidence of a large increase in AI- related activity. We also review recent research in this area that suggests that AI and robotics have the potential to increase productivity growth but may have mixed effects on labor, particularly in the short run. In particular, some occupations and industries may do well while others experience labor market upheaval. We then consider current and potential policies around AI that may help to boost productivity growth while also mitigating any labor market downsides, including evaluating the pros and cons of an AI specific regulator, expanded antitrust enforcement, and alternative strategies for dealing with the labor market impacts of AI, including universal basic income and guaranteed employment.","[TITLE] ai and the economy [KEYWORDS] missing [ABSTRACT] we review the evidence that artificial intelligence (ai) is having a large effect on the economy. across a variety of statistics—including robotics shipments, ai start-ups, and patent counts—there is evidence of a large increase in ai- related activity. we also review recent research in this area that suggests that ai and robotics have the potential to increase productivity growth but may have mixed effects on labor, particularly in the short run. in particular, some occupations and industries may do well while others experience labor market upheaval. we then consider current and potential policies around ai that may help to boost productivity growth while also mitigating any labor market downsides, including evaluating the pros and cons of an ai specific regulator, expanded antitrust enforcement, and alternative strategies for dealing with the labor market impacts of ai, including universal basic income and guaranteed employment."
79952801748,7,Research on key technologies for high and steep rock slopes of hydropower engineering in Southwest China,Deep unloading Feedback analysis High and steep slope Hydraulic engineering Reinforcement design Safety criterion Slope structure Stability analysis,"There is rich hydroelectric resource in Southwest China with high mountains and deep canyons, and many hydropower projects with high dams and large reservoirs are located in this area. Due to specific topographic and geological condition, stability of the complex high slopes in these projects has become one of the key technical problems which restrict the effective development of hydroelectric resource and project construction. Taking the hydropower project practice in Southwest China into consideration and combining the corresponding research achievements, main technical features and key problems of slope engineering have been summarized and analyzed, and research approaches and contents of rock engineering has been brought forward. On this basis, some new ideas and methods such as genesis of deep fissures in slope, slope structure, parameter values, safety criterion, reinforcement design method, feedback analysis, etc. have been put forward from several aspects including geological condition, slope engineering design theory, and construction process controlling, etc. These methods and theories have been successfully applied in the design and construction of slopes in hydropower projects. Particularly, the extremely high slopes in Jinping I project(530 m) and Dagangshan project(420 m) consisting of deep unloading and relaxation rock masses have been successfully constructed. These research achievements bear beneficial reference significance to the investigation and design of slope engineering and the development of rock mechanics.","[TITLE] research on key technologies for high and steep rock slopes of hydropower engineering in southwest china [KEYWORDS] deep unloading feedback analysis high and steep slope hydraulic engineering reinforcement design safety criterion slope structure stability analysis [ABSTRACT] there is rich hydroelectric resource in southwest china with high mountains and deep canyons, and many hydropower projects with high dams and large reservoirs are located in this area. due to specific topographic and geological condition, stability of the complex high slopes in these projects has become one of the key technical problems which restrict the effective development of hydroelectric resource and project construction. taking the hydropower project practice in southwest china into consideration and combining the corresponding research achievements, main technical features and key problems of slope engineering have been summarized and analyzed, and research approaches and contents of rock engineering has been brought forward. on this basis, some new ideas and methods such as genesis of deep fissures in slope, slope structure, parameter values, safety criterion, reinforcement design method, feedback analysis, etc. have been put forward from several aspects including geological condition, slope engineering design theory, and construction process controlling, etc. these methods and theories have been successfully applied in the design and construction of slopes in hydropower projects. particularly, the extremely high slopes in jinping i project(530 m) and dagangshan project(420 m) consisting of deep unloading and relaxation rock masses have been successfully constructed. these research achievements bear beneficial reference significance to the investigation and design of slope engineering and the development of rock mechanics."
85065676835,12,Assessing the relationships between young adults’ travel and use of the internet over time,Attitude Internet use Pro-environmental behavior Structural equation modeling Travel mode use Young adults,"Although young people's mobility behaviors and their association with information and communications technologies (ICT) usage have been extensively researched, few studies have considered the relationship between changes in the use of ICT over time and young people's travel patterns. This paper explores how use of the Internet during adolescence/late childhood and the degree of change while transitioning from late childhood to adulthood is related to sustainable travel patterns in young adults. We are particularly interested in the mediating role that attitudes towards the environment have on the relationship between early age Internet use and sustainable travel in young adults. The use of rich, longitudinal datasets, the 2004 British Household Panel Survey (BHPS) and the Understanding Society Survey (Wave 4, 2012/14), allow an investigation of these attitudes and relationships for the same people from childhood to adulthood. We use structural equation modeling (SEM) to examine the complex interrelationships between young adults’ Internet use over time, their travel modes and attitudes towards the environment, and other related behaviors. Our key finding is that consistently high levels of Internet use between adolescence and young adulthood is associated with the formation of environmental attitudes. While other factors not considered in this study might also have an effect, we find that these attitudes are indirectly but significantly associated with young adults’ sustainable travel patterns and behaviors.","[TITLE] assessing the relationships between young adults’ travel and use of the internet over time [KEYWORDS] attitude internet use pro-environmental behavior structural equation modeling travel mode use young adults [ABSTRACT] although young people's mobility behaviors and their association with information and communications technologies (ict) usage have been extensively researched, few studies have considered the relationship between changes in the use of ict over time and young people's travel patterns. this paper explores how use of the internet during adolescence/late childhood and the degree of change while transitioning from late childhood to adulthood is related to sustainable travel patterns in young adults. we are particularly interested in the mediating role that attitudes towards the environment have on the relationship between early age internet use and sustainable travel in young adults. the use of rich, longitudinal datasets, the 2004 british household panel survey (bhps) and the understanding society survey (wave 4, 2012/14), allow an investigation of these attitudes and relationships for the same people from childhood to adulthood. we use structural equation modeling (sem) to examine the complex interrelationships between young adults’ internet use over time, their travel modes and attitudes towards the environment, and other related behaviors. our key finding is that consistently high levels of internet use between adolescence and young adulthood is associated with the formation of environmental attitudes. while other factors not considered in this study might also have an effect, we find that these attitudes are indirectly but significantly associated with young adults’ sustainable travel patterns and behaviors."
85067299433,1,Predictors of underweight in children under-five years in Ghana,Children Ghana Malnutrition Predictors Under five Underweight,"Background: Underweight is a key indicator of malnutrition in children and results in long term effects such as abnormalities in physical and mental health, behavioural problems, and low educational achievement. Objective: Using the conceptual framework for child malnutrition by the United Nations Children's Fund, we examined the predictors of underweight in children under five years in Ghana. Methods: This cross-sectional study made use of data from the 2014 Ghana Demographic and Health Survey. A total of 2720 children were included in the analysis. Descriptive and inferential statistics comprising frequency, percentage, chi-square, and binary logistic regression were used in analysing the data. Results: The prevalence of underweight was 11%. Age, wealth status, mother's education, region, ethnicity, household toilet facility, the source of drinking water, the incidence of diarrhoea, and subscription to health insurance significantly predicted underweight in the children. The risk of being underweight was higher in females than males (OR=1.04, 95% CI=0.81-1.34). This was, however, not statistically significant. The probability of being underweight also declined significantly with mother's level of education. Conclusion: Our findings underscore the need for the Ghana Health Service and other health sector stakeholders to apportion interventions with a focus on improving complementary feeding, poverty alleviation, and health status of children.","[TITLE] predictors of underweight in children under-five years in ghana [KEYWORDS] children ghana malnutrition predictors under five underweight [ABSTRACT] background: underweight is a key indicator of malnutrition in children and results in long term effects such as abnormalities in physical and mental health, behavioural problems, and low educational achievement. objective: using the conceptual framework for child malnutrition by the united nations children's fund, we examined the predictors of underweight in children under five years in ghana. methods: this cross-sectional study made use of data from the 2014 ghana demographic and health survey. a total of 2720 children were included in the analysis. descriptive and inferential statistics comprising frequency, percentage, chi-square, and binary logistic regression were used in analysing the data. results: the prevalence of underweight was 11%. age, wealth status, mother's education, region, ethnicity, household toilet facility, the source of drinking water, the incidence of diarrhoea, and subscription to health insurance significantly predicted underweight in the children. the risk of being underweight was higher in females than males (or=1.04, 95% ci=0.81-1.34). this was, however, not statistically significant. the probability of being underweight also declined significantly with mother's level of education. conclusion: our findings underscore the need for the ghana health service and other health sector stakeholders to apportion interventions with a focus on improving complementary feeding, poverty alleviation, and health status of children."
33748537909,12,Exhibiting atomic culture: The view from Oak Ridge,Atomic culture Cold War Exhibitions Museums Oak Ridge The Bomb,"In the aftermath of World War II, residents of “nuclear cities” like Oak Ridge, Tennessee, and Los Alamos, New Mexico, where America's atomic weapons were produced struggled to interpret the nation's atomic history as well as their own stories, for themselves, for tourists and for other visitors. Once literally hidden cities, they remain steeped in Cold War culture and ideology, yet they face uncertain futures as weapons production needs change, hazardous waste dangers become more apparent and homeland security is threatened. “Atomic museums” established at these and other sites have become focal points of such dilemmas. Their evolving interpretations of America's atomic heritage play a significant role in shaping public understanding of the Bomb. © 2003, Taylor & Francis Group, LLC.","[TITLE] exhibiting atomic culture: the view from oak ridge [KEYWORDS] atomic culture cold war exhibitions museums oak ridge the bomb [ABSTRACT] in the aftermath of world war ii, residents of “nuclear cities” like oak ridge, tennessee, and los alamos, new mexico, where america's atomic weapons were produced struggled to interpret the nation's atomic history as well as their own stories, for themselves, for tourists and for other visitors. once literally hidden cities, they remain steeped in cold war culture and ideology, yet they face uncertain futures as weapons production needs change, hazardous waste dangers become more apparent and homeland security is threatened. “atomic museums” established at these and other sites have become focal points of such dilemmas. their evolving interpretations of america's atomic heritage play a significant role in shaping public understanding of the bomb. © 2003, taylor & francis group, llc."
84864864891,1,Popular education for health promotion and community empowerment: A review of the literature,determinants of health empowerment health education inequalities in health literature review,"While there is now general agreement that the most effective way to promote health and decrease health inequities is by creating more just economic, social and political conditions, there is much less agreement about concrete ways in which public health practitioners can work with communities to address inequities such as poverty, racism and powerlessness. Practical strategies are desperately needed. Popular education, also known as Freirian and empowerment education, has been used successfully to create more equitable conditions around the world for >50 years. Its use to improve health has been documented in the public health literature since the early 1980s. Nonetheless, it remains largely unknown and its potential unrealized in mainstream public health circles in the industrialized world. In order to explore the potential of popular education as a tool to address inequities and improve health, a systematic review of the peer-reviewed international literature was conducted. Findings revealed that popular education is an effective method for enhancing empowerment and improving health. However, the existing literature does not provide empirical evidence that popular education is more effective than traditional education at increasing health knowledge and empowerment and changing health behavior. In order to fully understand the potential of popular education as a tool to eliminate health inequities and to advocate effectively for its use, further studies are needed that utilize mixed methods, participatory approaches and experimental or quasi-experimental designs. © 2011 The Author.","[TITLE] popular education for health promotion and community empowerment: a review of the literature [KEYWORDS] determinants of health empowerment health education inequalities in health literature review [ABSTRACT] while there is now general agreement that the most effective way to promote health and decrease health inequities is by creating more just economic, social and political conditions, there is much less agreement about concrete ways in which public health practitioners can work with communities to address inequities such as poverty, racism and powerlessness. practical strategies are desperately needed. popular education, also known as freirian and empowerment education, has been used successfully to create more equitable conditions around the world for >50 years. its use to improve health has been documented in the public health literature since the early 1980s. nonetheless, it remains largely unknown and its potential unrealized in mainstream public health circles in the industrialized world. in order to explore the potential of popular education as a tool to address inequities and improve health, a systematic review of the peer-reviewed international literature was conducted. findings revealed that popular education is an effective method for enhancing empowerment and improving health. however, the existing literature does not provide empirical evidence that popular education is more effective than traditional education at increasing health knowledge and empowerment and changing health behavior. in order to fully understand the potential of popular education as a tool to eliminate health inequities and to advocate effectively for its use, further studies are needed that utilize mixed methods, participatory approaches and experimental or quasi-experimental designs. © 2011 the author."
85056207878,12,Assessing nutrient uptake pattern with respect to dry matter accumulation in ney poovan (AB) banana at critical growth stages,Macro and micronutrients Musa paradisiaca Nutrient budgeting Nutrient use efficiency,"A field experiment was conducted to assess the nutrient uptake pattern and partitioning of nutrients in Ney Poovan banana (AB) at critical growth stages like 10-leaf stage, 20-leaf stage, shooting stage and harvesting stage. From 10-leaf stage to harvesting, the per cent dry matter (DM) accumulation decreased from 42 to 16 in underground segment and increased from 58 to 84 in above ground segment. The sample was partitioned into root, corm, pseudostem, leaf lamina, petiole, peduncle, bunch and male bud, processed and analysed for macro and micronutrients at different critical growth stages. The nutrient accumulation pattern, with respect to dry matter production was worked out. To produce 37.5 t banana ha-1, about 444 kg N, 69 kg P, 933 kg K, 2.4 kg Cu, 7.3 kg Mn, 3.4 kg Fe and 5.9 kg Zn were taken up by Ney Poovan banana. About 10 to 52% removal occurred through bunch harvest from the total nutrient uptake from the soil and remaining nutrients accumulated in the residual tissues were available for in situ recycling. The data provided opportunity for proper fertiliser scheduling to achieve optimum yield with higher nutrient use efficiency and nutrient budgeting in banana ecosystem was also done.","[TITLE] assessing nutrient uptake pattern with respect to dry matter accumulation in ney poovan (ab) banana at critical growth stages [KEYWORDS] macro and micronutrients musa paradisiaca nutrient budgeting nutrient use efficiency [ABSTRACT] a field experiment was conducted to assess the nutrient uptake pattern and partitioning of nutrients in ney poovan banana (ab) at critical growth stages like 10-leaf stage, 20-leaf stage, shooting stage and harvesting stage. from 10-leaf stage to harvesting, the per cent dry matter (dm) accumulation decreased from 42 to 16 in underground segment and increased from 58 to 84 in above ground segment. the sample was partitioned into root, corm, pseudostem, leaf lamina, petiole, peduncle, bunch and male bud, processed and analysed for macro and micronutrients at different critical growth stages. the nutrient accumulation pattern, with respect to dry matter production was worked out. to produce 37.5 t banana ha-1, about 444 kg n, 69 kg p, 933 kg k, 2.4 kg cu, 7.3 kg mn, 3.4 kg fe and 5.9 kg zn were taken up by ney poovan banana. about 10 to 52% removal occurred through bunch harvest from the total nutrient uptake from the soil and remaining nutrients accumulated in the residual tissues were available for in situ recycling. the data provided opportunity for proper fertiliser scheduling to achieve optimum yield with higher nutrient use efficiency and nutrient budgeting in banana ecosystem was also done."
85077775039,8,Intelligent Transport Systems as an Integration Platform for Creating a Network of Regional Transport and Logistics Complexes,Cluster Innovations Intelligent systems Regional development Transport and logistics complex,"The article presents the study results of the regions readiness to the formation of intelligent transport systems as the basis for creating a network of transport and logistics clusters. The statistical comparative analysis of the regions potential by components (innovative, technological, economic) has been performed. The assessment of the regions readiness for the innovative systems and technologies implementation and the transport and logistics cluster creation has been presented. A technique for localization selection of intelligent transport technologies in the regions has been developed, as a base for organizing a transport and logistics cluster.","[TITLE] intelligent transport systems as an integration platform for creating a network of regional transport and logistics complexes [KEYWORDS] cluster innovations intelligent systems regional development transport and logistics complex [ABSTRACT] the article presents the study results of the regions readiness to the formation of intelligent transport systems as the basis for creating a network of transport and logistics clusters. the statistical comparative analysis of the regions potential by components (innovative, technological, economic) has been performed. the assessment of the regions readiness for the innovative systems and technologies implementation and the transport and logistics cluster creation has been presented. a technique for localization selection of intelligent transport technologies in the regions has been developed, as a base for organizing a transport and logistics cluster."
34248597898,8,Going global? The regulation of nurse migration in the UK,missing,"This article examines the growth of overseas nurse recruitment to the UK and reviews a number of explanations used by migration specialists to explain these developments. It is argued that these approaches provide an incomplete explanation and that an industrial relations perspective enables an integrated understanding of nurse mobility. By highlighting the role of the state in source and destination countries and by placing labour market institutions centre stage, a more adequate account of nurse migration to the UK is developed. Trends in mobility indicate that state policy and employer behaviour have resulted in the internationalization rather than the globalization of the nursing labour market. This facilitates state action to regulate nurse migration, although the results to date using forms of soft regulation have been modest. © Blackwell Publishing Ltd./London School of Economics 2007.","[TITLE] going global? the regulation of nurse migration in the uk [KEYWORDS] missing [ABSTRACT] this article examines the growth of overseas nurse recruitment to the uk and reviews a number of explanations used by migration specialists to explain these developments. it is argued that these approaches provide an incomplete explanation and that an industrial relations perspective enables an integrated understanding of nurse mobility. by highlighting the role of the state in source and destination countries and by placing labour market institutions centre stage, a more adequate account of nurse migration to the uk is developed. trends in mobility indicate that state policy and employer behaviour have resulted in the internationalization rather than the globalization of the nursing labour market. this facilitates state action to regulate nurse migration, although the results to date using forms of soft regulation have been modest. © blackwell publishing ltd./london school of economics 2007."
85049865300,12,Experimental research and multi-response multi-parameter optimization of laser cladding Fe313,Grey relational analysis Laser cladding Multi-response Parameter optimization Taguchi method,"As an advanced additive manufacturing technology, laser cladding has become a research hotspot in the field of material surface modification and green remanufacturing. The quality of the cladding layer directly depends on the choice of process parameters. This paper optimized the process parameters by Taguchi-grey correlation method. The orthogonal experiment of 25 groups was designed by Taguchi method, the cladding width, cladding height and dilution rate were selected as the response targets. Contour plot, surface plot and the analysis of variance (ANOVA) for signal to noise ratio (SNR) of the response targets can obtain the influence trend and magnitude of the process parameters on the geometric characteristics, combined with the grey relational theory, three response targets were transformed into single grey relational grade (GRG) value, which was quantified to optimize the process parameters for maximum cladding width, minimum cladding height and proper dilution rate. Then validation experiment was conducted to verify the improvement of the response targets. Finally, it was found that the three response targets were improved as expectation, and the optimized cladding layer has obvious advantages over those of other cladding layers in morphology and microstructure, which verified the feasibility of Taguchi-grey relational method.","[TITLE] experimental research and multi-response multi-parameter optimization of laser cladding fe313 [KEYWORDS] grey relational analysis laser cladding multi-response parameter optimization taguchi method [ABSTRACT] as an advanced additive manufacturing technology, laser cladding has become a research hotspot in the field of material surface modification and green remanufacturing. the quality of the cladding layer directly depends on the choice of process parameters. this paper optimized the process parameters by taguchi-grey correlation method. the orthogonal experiment of 25 groups was designed by taguchi method, the cladding width, cladding height and dilution rate were selected as the response targets. contour plot, surface plot and the analysis of variance (anova) for signal to noise ratio (snr) of the response targets can obtain the influence trend and magnitude of the process parameters on the geometric characteristics, combined with the grey relational theory, three response targets were transformed into single grey relational grade (grg) value, which was quantified to optimize the process parameters for maximum cladding width, minimum cladding height and proper dilution rate. then validation experiment was conducted to verify the improvement of the response targets. finally, it was found that the three response targets were improved as expectation, and the optimized cladding layer has obvious advantages over those of other cladding layers in morphology and microstructure, which verified the feasibility of taguchi-grey relational method."
31999009,8,Regulating industrial growth in the South Korean Capital region,missing,"Balanced regional development has been at the top of the South Korean political agenda for more than three decades. Despite implementing various policy measures, industrial development has been heavily weighted towards the Seoul metropolitan area and this has fuelled a substantial level of population growth with associated physical and social problems. Hard planning and rigid development zoning failed to adequately address this issue and more recently, the South Korean government has looked at ways of relaxing planning control whilst providing new incentives and disincentives for manufacturing firms in a fresh attempt to close regional and intra-regional economic disparities. This paper explores the government's changing strategy, paying particular attention to industrial parks as the main vehicle carrying forward the policy of decentralisation. It examines the failure of past measures and considers the potential that more recent strategies may offer for reshaping the economic and social structure of both the Capital region and the whole of South Korea.","[TITLE] regulating industrial growth in the south korean capital region [KEYWORDS] missing [ABSTRACT] balanced regional development has been at the top of the south korean political agenda for more than three decades. despite implementing various policy measures, industrial development has been heavily weighted towards the seoul metropolitan area and this has fuelled a substantial level of population growth with associated physical and social problems. hard planning and rigid development zoning failed to adequately address this issue and more recently, the south korean government has looked at ways of relaxing planning control whilst providing new incentives and disincentives for manufacturing firms in a fresh attempt to close regional and intra-regional economic disparities. this paper explores the government's changing strategy, paying particular attention to industrial parks as the main vehicle carrying forward the policy of decentralisation. it examines the failure of past measures and considers the potential that more recent strategies may offer for reshaping the economic and social structure of both the capital region and the whole of south korea."
79951544978,7,Ethanol synthesis and decomposition on Rh,missing,"The finite resources of fossil fuels, along with environmental concerns are stimulating a broad intensive search for alternative energy sources. As a fuel, ethanol has several almost ideal properties: It is non-toxic liquid, easy to store and transport; it can be produced from renewable sources; and, it has a high energy density, comparable to that of gasoline. However, so far, the application of ethanol in energy has been impeded, due to the slow kinetics and low selectivity of ethanol oxidation and synthesis. Recently, Rh-based catalysts have been found to display a unique efficiency and selectivity in catalyzing both processes. However, to the best of our knowledge, the mechanisms are still unclear due to the intrinsic complexity of catalytic reactions on the Rh-based catalysts. What is the role of Rh in the ethanol chemistry? Is there any alternative to replace the expensive Rh? In this study, we investigate the ethanol synthesis and decomposition on Rh surface by means of density functional theory (DFT) calculations along with molecular dynamic (MD) simulations and microkinetic modeling, which allow us to make insight into the reaction mechanism.","[TITLE] ethanol synthesis and decomposition on rh [KEYWORDS] missing [ABSTRACT] the finite resources of fossil fuels, along with environmental concerns are stimulating a broad intensive search for alternative energy sources. as a fuel, ethanol has several almost ideal properties: it is non-toxic liquid, easy to store and transport; it can be produced from renewable sources; and, it has a high energy density, comparable to that of gasoline. however, so far, the application of ethanol in energy has been impeded, due to the slow kinetics and low selectivity of ethanol oxidation and synthesis. recently, rh-based catalysts have been found to display a unique efficiency and selectivity in catalyzing both processes. however, to the best of our knowledge, the mechanisms are still unclear due to the intrinsic complexity of catalytic reactions on the rh-based catalysts. what is the role of rh in the ethanol chemistry? is there any alternative to replace the expensive rh? in this study, we investigate the ethanol synthesis and decomposition on rh surface by means of density functional theory (dft) calculations along with molecular dynamic (md) simulations and microkinetic modeling, which allow us to make insight into the reaction mechanism."
85078288568,13,Ner300: Success or failure of public support for low-emission technologies?,Climate protection Programme NER300 Technological valley of death,"The Paris Agreement of December 2015 set a very ambitious target for the global reduction of greenhouse gases. Its implementation means the need to transform the global economy, including the European one, towards the economy characterised by the neutral level of these gases emission. Such transformation will not be possible without the dynamic development of breakthrough technological innovations on a large scale, which requires significant financial support from the public sector. This support should be primarily focused on the demonstration phase of the innovation process, which frequently turns into the so-called technological death valley. Demonstration projects are not commercial products as yet, they are characterized by untested technical reliability and the risk of no demand for products manufactured using new technologies. Therefore, private investors are not entirely willing to invest in them. In 2009 the European Union, in order to avoid the death valley, launched, through the promising innovative low-emission technologies, the NER300 programme – one of the world’s largest programmes supporting the supply of low-carbon commercial technologies, as one of the components of the Emissions Trading System – ETS. This programme is the subject of the presented article. Its purpose is to provide answers to three basic questions: 1) did the programme end with a success or a failure?; 2) what external and internal reasons determined the results of the programme?; 3) should the programme become a systemic element of the EU ETS? The article presents the results of NER300 and their interpretation in the context of the programme’s objectives. The research covering the reasons which determined the results of the programme used the existing subject literature on the NER300 programme and the special report issued by the European Court of Auditors presenting these results as well as the selected European Union documents and normative acts.","[TITLE] ner300: success or failure of public support for low-emission technologies? [KEYWORDS] climate protection programme ner300 technological valley of death [ABSTRACT] the paris agreement of december 2015 set a very ambitious target for the global reduction of greenhouse gases. its implementation means the need to transform the global economy, including the european one, towards the economy characterised by the neutral level of these gases emission. such transformation will not be possible without the dynamic development of breakthrough technological innovations on a large scale, which requires significant financial support from the public sector. this support should be primarily focused on the demonstration phase of the innovation process, which frequently turns into the so-called technological death valley. demonstration projects are not commercial products as yet, they are characterized by untested technical reliability and the risk of no demand for products manufactured using new technologies. therefore, private investors are not entirely willing to invest in them. in 2009 the european union, in order to avoid the death valley, launched, through the promising innovative low-emission technologies, the ner300 programme – one of the world’s largest programmes supporting the supply of low-carbon commercial technologies, as one of the components of the emissions trading system – ets. this programme is the subject of the presented article. its purpose is to provide answers to three basic questions: 1) did the programme end with a success or a failure?; 2) what external and internal reasons determined the results of the programme?; 3) should the programme become a systemic element of the eu ets? the article presents the results of ner300 and their interpretation in the context of the programme’s objectives. the research covering the reasons which determined the results of the programme used the existing subject literature on the ner300 programme and the special report issued by the european court of auditors presenting these results as well as the selected european union documents and normative acts."
84890240424,13,Searching for salt tolerance among wild relatives of wheat: What should we look for?,Aegilops Endosperm Grain filling Pollen viability,"Common strategies for identifying new genetic sources for crop salt tolerance have had limited success. One of the problems lies in the focusing on the seedling vegetative stage, despite the fact that tolerance at the reproductive stages is different. This article highlights a new strategy for such research. The first phase of this study focused on finding closely-related genotypes that differed in a key trait related to salt tolerance. Four hundred lines of four species were subjected to 150 mM NaCl in sand culture. Four Aegilops kotchyi lines were selected in this phase. Two tolerant lines (Ak3390 and Ak3393) showed salinity tolerance to 150 mM NaCl both in the vegetative and the reproductive phase. The other two sensitive lines (Ak3511 and Ak4533) reached flowering but failed to produce viable seeds under salt. The four lines were compared during the second phase of the study in terms of ion accumulation and other processes leading to grain production. All lines exhibited decreasing ion content along the spike with no Na+ reaching the stigma. No significant difference was found between the tolerant and sensitive lines in pollen production and fertilization processes. The sensitive lines did not fill the seed endosperm under salt, and the seeds produced by the salt-treated plants were not viable; while the tolerant lines produced viable seeds with solid full endosperm. It is suggested that future studies will use this two-phase selection strategy in order to identify those genotypes that could be used for the study of key processes related to salt tolerance.","[TITLE] searching for salt tolerance among wild relatives of wheat: what should we look for? [KEYWORDS] aegilops endosperm grain filling pollen viability [ABSTRACT] common strategies for identifying new genetic sources for crop salt tolerance have had limited success. one of the problems lies in the focusing on the seedling vegetative stage, despite the fact that tolerance at the reproductive stages is different. this article highlights a new strategy for such research. the first phase of this study focused on finding closely-related genotypes that differed in a key trait related to salt tolerance. four hundred lines of four species were subjected to 150 mm nacl in sand culture. four aegilops kotchyi lines were selected in this phase. two tolerant lines (ak3390 and ak3393) showed salinity tolerance to 150 mm nacl both in the vegetative and the reproductive phase. the other two sensitive lines (ak3511 and ak4533) reached flowering but failed to produce viable seeds under salt. the four lines were compared during the second phase of the study in terms of ion accumulation and other processes leading to grain production. all lines exhibited decreasing ion content along the spike with no na+ reaching the stigma. no significant difference was found between the tolerant and sensitive lines in pollen production and fertilization processes. the sensitive lines did not fill the seed endosperm under salt, and the seeds produced by the salt-treated plants were not viable; while the tolerant lines produced viable seeds with solid full endosperm. it is suggested that future studies will use this two-phase selection strategy in order to identify those genotypes that could be used for the study of key processes related to salt tolerance."
33847781688,1,How does relative size of high-inequality subgroup affect gini coefficient?,Gini coefficient Intra-subgroup distribution Relative size of subgroup,"This paper presents, under a general condition, the formula which expresses the Gini coefficient as a function of relative sizes of subgroups, and shows that, in two subgroups case, the shape of the graph of Gini coefficient as a function of relative size is classified into three types according to the position of inter-subgroup Gini coefficient between two intra-subgroup Gini coefficients. The general condition which enables this analysis is that each intra-subgroup distribution is kept unchanged when relative sizes are changing.","[TITLE] how does relative size of high-inequality subgroup affect gini coefficient? [KEYWORDS] gini coefficient intra-subgroup distribution relative size of subgroup [ABSTRACT] this paper presents, under a general condition, the formula which expresses the gini coefficient as a function of relative sizes of subgroups, and shows that, in two subgroups case, the shape of the graph of gini coefficient as a function of relative size is classified into three types according to the position of inter-subgroup gini coefficient between two intra-subgroup gini coefficients. the general condition which enables this analysis is that each intra-subgroup distribution is kept unchanged when relative sizes are changing."
84869452254,8,"From ""Sick Man"" to ""Miracle"": Explaining the robustness of the German labor market during and after the financial crisis 2008-09",Financial crisis Institutional change Labor market Unemployment Varieties of capitalism,"What explains Germany's exceptional labor market performance during the Great Recession of 2008-09? Contrary to accounts that emphasize employment protection legislation or government policy (i.e., short-time work), this article argues that actions by firms-embedded in ever-changing coordinative institutional structures-were crucial. Firms chose to keep rather than shed labor, a strategy induced by (i) a ""toolkit"" of flexible labor market instruments that had evolved incrementally over the past thirty years; (ii) wage restraint and successful internal restructuring of firms during the past decade, which fueled an export boom before the crisis. Firms thus had some margin for maneuver, using internal flexibility to protect their investment in skilled workers. These and other institutional changes driven by firms reflect a process of successful adaptation to external economic challenges, but did not fundamentally undermine Germany's coordinated form of capitalism. The result is not a new German model that was purposefully designed; instead German firms slowly discovered new ways to cope with economic challenges. © 2012 SAGE Publications.","[TITLE] from ""sick man"" to ""miracle"": explaining the robustness of the german labor market during and after the financial crisis 2008-09 [KEYWORDS] financial crisis institutional change labor market unemployment varieties of capitalism [ABSTRACT] what explains germany's exceptional labor market performance during the great recession of 2008-09? contrary to accounts that emphasize employment protection legislation or government policy (i.e., short-time work), this article argues that actions by firms-embedded in ever-changing coordinative institutional structures-were crucial. firms chose to keep rather than shed labor, a strategy induced by (i) a ""toolkit"" of flexible labor market instruments that had evolved incrementally over the past thirty years; (ii) wage restraint and successful internal restructuring of firms during the past decade, which fueled an export boom before the crisis. firms thus had some margin for maneuver, using internal flexibility to protect their investment in skilled workers. these and other institutional changes driven by firms reflect a process of successful adaptation to external economic challenges, but did not fundamentally undermine germany's coordinated form of capitalism. the result is not a new german model that was purposefully designed; instead german firms slowly discovered new ways to cope with economic challenges. © 2012 sage publications."
